Hydraulic Retention Time (Days),Temperature (°C),pH,Biogas Yield (m³/Kg),CH4 (%)
18,33,6.96,0.36,45.53
26,36,7.08,0.44,61.19
26,36,7.1,0.45,60.63
24,35,7.1,0.43,56.57
11,31,6.92,0.23,12.13
10,29,6.89,0.2,7.6
28,32,7.02,0.44,62.99
28,33,7.02,0.44,61.72
7,29,6.82,0.13,3.07
13,33,6.99,0.27,26.03
3,29,6.74,0.03,6.29
9,30,6.89,0.16,6.12
4,30,6.79,0.06,4.7
0,25,6.71,0.0,0.0
25,34,7.1,0.44,58.42
28,34,7.05,0.44,62.36
26,34,7.1,0.44,60.85
17,33,6.98,0.35,42.8
11,30,6.93,0.21,12.25
21,32,7.06,0.41,50.2
21,32,7.03,0.4,50.32
13,33,6.96,0.25,24.54
14,34,7.04,0.29,31.95
5,30,6.81,0.07,5.32
19,32,7.0,0.39,46.79
1,27,6.74,0.03,2.79
6,29,6.84,0.12,4.75
25,36,7.1,0.43,59.12
2,28,6.76,0.04,5.7
16,32,7.01,0.34,40.42
2,28,6.72,0.01,5.67
14,34,7.02,0.3,30.74
22,33,7.05,0.42,53.12
5,29,6.82,0.1,4.19
21,32,7.01,0.4,50.25
29,31,6.98,0.46,62.44
4,30,6.79,0.06,5.05
5,29,6.82,0.08,5.75
20,34,7.01,0.41,48.59
4,30,6.77,0.05,5.46
22,34,7.05,0.41,52.15
27,33,7.06,0.47,62.46
7,31,6.85,0.14,3.67
0,27,6.66,0.01,0.08
30,29,6.91,0.45,60.06
29,32,6.99,0.44,61.27
28,34,7.03,0.45,63.17
2,30,6.72,0.02,5.66
2,29,6.76,0.03,5.14
10,31,6.9,0.19,8.78
6,31,6.8,0.11,3.83
2,30,6.73,0.02,5.0
16,34,7.0,0.34,40.44
3,29,6.75,0.04,5.49
28,32,7.02,0.46,62.2
8,31,6.87,0.14,3.71
21,34,7.0,0.4,49.13
15,33,6.97,0.33,36.38
9,31,6.87,0.17,5.97
2,29,6.76,0.03,5.14
7,30,6.85,0.13,4.49
4,29,6.74,0.05,5.61
30,30,6.92,0.46,60.66
12,30,6.93,0.27,19.8
1,28,6.72,0.02,3.24
20,32,7.01,0.4,47.67
19,32,7.0,0.41,46.53
19,34,7.02,0.38,46.85
9,31,6.89,0.19,5.16
16,32,7.02,0.33,40.97
21,34,7.04,0.43,49.78
20,32,7.01,0.39,49.97
9,30,6.89,0.15,5.55
14,33,6.97,0.3,31.0
26,35,7.12,0.45,59.89
30,28,6.9,0.46,59.44
29,33,6.97,0.46,62.54
7,30,6.85,0.13,3.2
14,34,7.0,0.3,30.53
22,34,7.06,0.41,51.23
20,34,7.02,0.42,48.54
12,32,6.93,0.25,18.75
19,34,6.96,0.4,46.87
25,36,7.12,0.44,59.37
3,29,6.75,0.03,5.6
4,29,6.79,0.06,5.3
15,33,7.02,0.33,37.14
9,29,6.86,0.17,5.64
25,34,7.09,0.42,59.4
0,26,6.72,0.0,0.0
3,31,6.76,0.03,5.21
26,36,7.11,0.43,60.22
5,31,6.8,0.07,5.21
21,33,7.04,0.43,49.85
30,28,6.89,0.43,60.97
15,33,6.99,0.33,36.72
0,25,6.7,0.01,0.32
1,28,6.72,0.0,0.0
19,32,6.99,0.39,47.19
19,33,7.0,0.39,46.82
21,34,7.02,0.4,50.23
22,35,7.07,0.41,52.96
25,35,7.12,0.45,59.54
19,33,6.99,0.39,46.65
26,36,7.11,0.45,61.4
10,31,6.94,0.21,8.57
23,33,7.04,0.42,55.28
30,28,6.89,0.46,60.42
0,27,6.69,0.0,0.0
7,30,6.81,0.13,2.97
24,36,7.1,0.43,56.99
12,30,6.93,0.26,19.44
14,34,6.96,0.3,31.78
29,31,6.98,0.45,62.89
6,30,6.8,0.1,4.75
17,33,7.01,0.35,43.55
22,35,7.05,0.43,52.48
1,27,6.71,0.01,4.13
8,31,6.86,0.13,4.36
16,32,6.97,0.33,40.45
5,30,6.76,0.08,5.0
0,25,6.66,0.0,0.0
30,29,6.92,0.45,60.57
6,31,6.83,0.09,4.72
13,33,6.97,0.27,24.22
11,29,6.91,0.24,12.93
2,30,6.73,0.04,5.93
10,30,6.87,0.21,8.98
19,32,7.0,0.39,47.51
0,26,6.74,0.0,0.0
5,29,6.79,0.08,4.74
17,32,7.01,0.36,43.77
6,30,6.83,0.11,4.54
7,30,6.8,0.12,4.33
13,33,6.97,0.28,24.71
6,31,6.84,0.12,4.09
20,32,6.97,0.41,48.18
6,30,6.81,0.1,3.62
15,32,6.97,0.32,35.83
4,29,6.75,0.07,5.78
5,31,6.79,0.08,5.7
28,33,7.05,0.46,62.21
28,34,7.07,0.45,61.89
15,32,6.99,0.32,36.07
13,33,6.95,0.28,25.06
16,32,7.02,0.34,40.7
15,33,7.02,0.33,36.59
25,36,7.1,0.44,58.78
3,29,6.72,0.03,5.97
7,30,6.82,0.11,2.86
9,29,6.9,0.16,4.99
19,34,6.99,0.37,46.02
21,34,7.07,0.43,49.85
26,36,7.08,0.43,60.3
4,30,6.78,0.07,5.26
18,33,7.01,0.37,44.69
22,34,7.07,0.41,51.78
14,34,7.01,0.31,30.9
0,25,6.71,0.0,0.0
11,30,6.92,0.23,13.6
3,29,6.72,0.02,7.14
24,34,7.09,0.43,57.44
8,29,6.84,0.15,4.36
1,27,6.71,0.03,2.68
19,34,7.0,0.38,46.98
29,32,6.97,0.45,62.03
2,29,6.74,0.02,6.39
7,30,6.87,0.14,3.85
25,34,7.12,0.44,59.11
18,34,6.99,0.4,45.42
21,32,7.05,0.41,50.03
22,33,7.04,0.41,52.1
10,30,6.92,0.2,7.92
24,35,7.08,0.43,57.41
21,34,6.98,0.44,50.25
24,34,7.09,0.44,56.53
15,32,7.01,0.32,36.39
29,32,6.99,0.46,62.31
16,34,7.03,0.34,40.82
15,33,7.0,0.3,36.23
2,28,6.78,0.02,4.47
23,35,7.03,0.42,54.77
30,30,6.9,0.43,60.13
30,29,6.91,0.46,60.26
4,31,6.79,0.08,5.46
12,30,6.92,0.26,19.3
25,35,7.08,0.45,58.61
18,32,7.0,0.37,44.74
30,30,6.9,0.44,60.09
19,32,6.94,0.4,47.0
28,34,7.05,0.44,62.76
12,31,6.98,0.23,18.39
12,31,6.96,0.26,19.47
0,26,6.73,0.0,0.0
24,34,7.1,0.43,56.8
28,32,7.06,0.44,62.72
26,36,7.08,0.43,60.61
0,25,6.66,0.0,0.0
8,29,6.87,0.16,3.8
20,33,6.95,0.39,48.18
17,34,6.96,0.35,43.11
18,33,6.97,0.36,44.7
26,36,7.08,0.45,60.48
24,34,7.04,0.45,57.34
17,33,7.02,0.36,43.65
0,26,6.72,0.0,0.0
24,36,7.12,0.42,57.97
2,30,6.77,0.01,4.94
12,32,6.93,0.26,19.45
25,36,7.15,0.43,58.93
11,30,6.94,0.25,13.06
14,32,6.99,0.3,30.39
13,32,6.94,0.28,24.53
21,32,7.01,0.41,49.98
4,30,6.75,0.07,5.58
9,30,6.89,0.19,4.77
14,32,7.02,0.3,31.32
23,35,7.04,0.42,54.83
16,33,7.0,0.33,40.5
11,31,6.91,0.23,13.61
9,31,6.87,0.15,5.18
28,33,7.04,0.46,62.4
10,30,6.88,0.19,8.22
23,33,7.06,0.44,55.03
9,29,6.85,0.17,6.06
11,29,6.92,0.21,13.09
12,32,6.93,0.24,18.64
4,29,6.78,0.06,5.94
20,32,6.99,0.41,48.34
1,29,6.76,0.03,3.63
7,29,6.85,0.13,2.64
15,34,7.01,0.34,36.47
16,32,6.96,0.35,40.32
27,34,7.1,0.44,61.51
28,33,7.02,0.44,61.5
24,34,7.08,0.45,56.62
13,32,6.92,0.3,25.79
18,32,7.0,0.36,44.71
24,36,7.11,0.44,56.94
28,32,7.05,0.45,63.17
15,34,6.98,0.32,36.33
3,30,6.75,0.05,5.74
5,31,6.78,0.08,5.55
5,29,6.82,0.09,3.88
27,33,7.11,0.44,61.9
6,30,6.83,0.1,3.74
13,31,6.96,0.29,25.21
29,31,7.01,0.46,61.88
3,29,6.77,0.04,5.76
9,30,6.9,0.19,5.36
23,35,7.08,0.42,55.61
20,32,7.0,0.39,48.35
0,27,6.69,0.02,0.19
7,31,6.85,0.14,3.75
7,31,6.86,0.1,3.45
29,32,7.0,0.44,61.55
11,29,6.9,0.22,12.54
2,30,6.74,0.0,0.0
2,28,6.75,0.02,5.45
17,33,7.01,0.37,43.88
0,27,6.71,0.0,0.0
7,31,6.83,0.11,4.2
30,29,6.89,0.45,60.84
17,33,7.0,0.36,43.89
21,33,7.01,0.42,50.27
15,33,6.98,0.33,36.39
4,29,6.78,0.07,5.01
29,32,7.02,0.44,62.98
20,34,7.01,0.38,48.5
20,34,6.99,0.41,48.24
25,34,7.07,0.46,58.22
28,34,7.08,0.45,61.62
17,32,7.03,0.36,43.09
3,29,6.73,0.04,6.17
21,34,6.99,0.4,50.74
28,34,7.06,0.44,63.12
9,29,6.83,0.17,6.01
13,31,6.96,0.27,25.52
23,35,7.06,0.42,54.95
0,26,6.68,0.0,0.0
9,31,6.87,0.18,5.33
6,31,6.8,0.11,4.13
10,29,6.89,0.21,7.46
18,33,7.0,0.36,44.48
3,30,6.72,0.03,6.07
9,29,6.89,0.18,5.41
11,29,6.92,0.22,13.06
11,31,6.91,0.24,12.21
20,34,7.02,0.39,48.9
0,26,6.72,0.0,0.0
26,34,7.12,0.45,61.22
18,33,7.01,0.37,45.31
12,32,6.95,0.25,18.73
30,28,6.93,0.44,60.14
25,35,7.15,0.44,59.02
27,35,7.13,0.43,62.11
14,32,7.01,0.3,31.07
12,31,6.95,0.25,18.44
30,29,6.89,0.46,61.07
0,25,6.69,0.0,0.0
23,35,7.07,0.43,53.86
19,32,6.97,0.39,47.39
17,32,6.99,0.36,42.87
15,34,7.01,0.31,36.2
13,31,6.96,0.29,24.32
26,34,7.09,0.44,60.6
17,33,7.04,0.37,42.98
2,28,6.73,0.03,5.3
26,34,7.09,0.44,61.14
7,29,6.86,0.14,4.37
30,28,6.88,0.44,60.82
13,33,6.99,0.28,25.14
3,31,6.78,0.05,5.69
19,34,6.99,0.4,47.41
9,31,6.87,0.17,5.68
16,33,7.0,0.35,39.71
10,30,6.9,0.21,8.37
28,34,7.03,0.44,62.8
25,34,7.1,0.43,58.87
2,28,6.7,0.03,4.78
20,34,7.0,0.4,47.41
27,33,7.1,0.46,61.75
26,36,7.09,0.45,60.68
12,31,6.95,0.24,18.92
5,30,6.79,0.07,4.6
23,34,7.04,0.42,53.92
29,31,7.01,0.45,61.16
0,27,6.69,0.0,0.0
22,35,7.07,0.44,51.78
11,30,6.91,0.24,12.53
16,32,6.97,0.33,40.05
24,36,7.12,0.43,57.8
18,33,6.96,0.36,44.7
16,33,6.97,0.33,40.23
28,34,7.04,0.45,63.0
17,34,6.97,0.36,42.5
24,34,7.11,0.42,57.18
16,32,7.0,0.32,41.26
21,34,7.04,0.42,49.83
10,30,6.89,0.2,8.66
3,31,6.74,0.02,6.07
8,31,6.88,0.14,4.49
24,34,7.07,0.44,57.44
8,29,6.86,0.15,3.96
20,34,6.95,0.39,48.54
14,32,7.0,0.3,31.32
8,29,6.87,0.15,3.75
2,28,6.72,0.03,5.25
18,34,7.01,0.37,45.29
29,31,6.99,0.45,61.36
27,35,7.1,0.46,61.58
29,31,6.98,0.46,63.03
27,35,7.08,0.44,61.85
10,30,6.91,0.2,8.43
15,34,6.99,0.31,36.16
3,30,6.76,0.06,6.17
2,28,6.76,0.01,5.58
13,32,7.0,0.29,25.19
20,34,7.01,0.41,48.04
27,34,7.12,0.46,61.79
12,32,6.93,0.25,19.43
0,26,6.67,0.0,0.0
20,32,6.97,0.4,48.57
12,32,6.98,0.26,19.07
7,30,6.85,0.14,3.7
23,34,7.07,0.41,54.14
0,25,6.71,0.01,0.69
30,30,6.88,0.45,60.46
22,34,7.08,0.41,52.76
6,29,6.82,0.1,3.86
5,30,6.82,0.07,5.07
15,32,7.05,0.33,35.79
1,28,6.73,0.0,0.0
20,32,6.93,0.4,48.44
12,30,6.96,0.25,18.92
19,33,6.98,0.4,46.83
26,34,7.11,0.45,60.76
20,33,7.01,0.4,48.66
24,35,7.08,0.43,57.88
14,34,7.03,0.3,31.64
24,35,7.06,0.43,56.89
12,32,6.98,0.25,19.76
9,29,6.91,0.15,5.97
27,34,7.1,0.46,62.17
22,33,7.04,0.41,52.27
29,32,7.0,0.46,61.37
8,29,6.83,0.16,3.56
0,27,6.69,0.01,0.0
1,28,6.69,0.01,3.25
26,34,7.08,0.44,61.11
1,29,6.81,0.02,3.69
29,32,6.97,0.45,62.22
10,31,6.86,0.2,8.81
14,32,7.0,0.31,31.59
13,32,6.97,0.28,25.22
22,34,7.1,0.41,52.28
11,31,6.92,0.23,13.07
5,29,6.81,0.09,4.84
28,32,7.04,0.45,62.42
27,35,7.04,0.46,62.18
15,33,7.0,0.34,36.85
22,33,7.03,0.43,51.72
30,28,6.89,0.44,60.8
17,34,7.03,0.34,43.33
11,29,6.93,0.23,12.53
0,26,6.68,0.0,0.0
3,31,6.75,0.05,5.88
20,33,7.0,0.4,48.37
14,32,6.99,0.3,31.44
7,31,6.86,0.14,4.59
8,29,6.88,0.15,4.4
19,33,6.99,0.37,46.75
14,32,6.99,0.29,30.24
15,33,6.95,0.31,37.18
21,33,7.0,0.41,49.88
4,29,6.82,0.06,5.9
16,33,7.0,0.33,40.39
19,32,7.01,0.39,46.91
13,32,6.98,0.27,25.6
0,26,6.73,0.01,0.0
17,32,7.01,0.35,43.4
3,29,6.73,0.03,6.41
17,34,7.03,0.36,42.94
26,36,7.11,0.44,60.35
25,34,7.1,0.44,59.26
6,29,6.78,0.11,4.42
23,35,7.08,0.41,54.5
4,30,6.78,0.09,5.67
25,35,7.11,0.43,59.44
25,35,7.11,0.43,58.39
0,26,6.71,0.01,0.0
4,29,6.79,0.05,5.98
10,30,6.87,0.21,8.41
9,30,6.86,0.17,5.48
19,34,6.97,0.38,46.79
5,31,6.82,0.09,4.47
20,32,7.04,0.4,47.6
17,32,7.01,0.35,42.42
27,33,7.07,0.43,62.17
21,32,7.02,0.41,50.43
14,34,7.0,0.28,31.46
4,29,6.78,0.05,6.17
3,30,6.74,0.04,6.05
8,31,6.84,0.14,4.1
8,31,6.85,0.16,3.41
0,27,6.68,0.0,0.0
23,34,7.08,0.42,55.14
30,29,6.91,0.45,60.91
13,31,7.0,0.27,25.8
24,36,7.1,0.44,56.62
19,33,6.98,0.38,47.36
29,33,6.97,0.45,61.85
5,31,6.8,0.08,4.7
20,34,7.02,0.4,48.06
0,25,6.74,0.0,0.0
17,33,7.03,0.36,43.08
6,29,6.8,0.11,4.19
24,36,7.1,0.43,56.88
16,32,7.0,0.33,39.49
29,33,6.99,0.45,62.2
19,34,7.0,0.38,46.13
12,31,6.96,0.25,18.24
24,35,7.1,0.41,56.55
13,31,6.99,0.29,25.11
19,33,6.99,0.39,47.11
29,31,7.0,0.46,62.42
4,31,6.76,0.07,5.27
24,34,7.07,0.44,56.69
26,34,7.1,0.43,60.87
7,29,6.83,0.12,3.5
17,33,7.02,0.37,42.49
0,26,6.68,0.01,0.47
21,33,7.05,0.41,50.51
6,30,6.83,0.09,4.16
2,30,6.76,0.03,4.79
10,31,6.93,0.21,8.5
17,34,7.0,0.36,43.2
1,27,6.68,0.01,3.51
15,32,7.06,0.3,36.17
13,32,6.97,0.28,23.89
14,33,7.02,0.3,30.81
14,32,7.0,0.3,31.56
15,32,6.97,0.32,36.58
23,34,7.04,0.44,54.08
12,30,6.98,0.25,19.28
20,34,7.0,0.4,47.77
28,33,7.05,0.45,62.5
6,30,6.82,0.11,4.5
29,33,6.97,0.44,62.11
9,31,6.9,0.18,6.26
3,29,6.73,0.04,5.69
1,28,6.72,0.01,3.92
19,32,6.98,0.38,46.73
24,36,7.04,0.42,56.56
22,34,7.03,0.43,53.21
16,32,7.0,0.35,41.4
18,32,7.0,0.37,45.22
29,33,6.95,0.44,61.87
13,32,6.97,0.28,25.49
3,31,6.72,0.01,5.61
8,31,6.86,0.14,3.5
5,29,6.81,0.07,4.96
18,32,6.99,0.36,45.63
24,34,7.05,0.43,57.13
0,25,6.76,0.01,0.0
23,33,7.06,0.44,55.24
0,25,6.69,0.0,0.0
15,34,7.0,0.33,37.42
23,35,7.03,0.43,55.39
15,34,7.01,0.31,36.73
12,31,6.93,0.26,19.2
8,29,6.86,0.15,4.52
25,34,7.12,0.44,60.12
23,34,7.06,0.43,54.51
11,29,6.92,0.24,14.0
16,33,7.01,0.36,39.98
7,31,6.86,0.14,3.8
13,32,7.02,0.27,24.89
25,36,7.08,0.46,58.61
17,33,7.03,0.35,42.51
13,32,6.97,0.28,24.79
0,27,6.72,0.0,0.0
5,30,6.79,0.08,5.02
26,35,7.08,0.45,61.09
12,31,6.97,0.23,18.36
14,32,7.0,0.29,30.74
18,34,6.96,0.39,44.88
10,30,6.87,0.21,7.84
7,29,6.83,0.13,3.74
11,31,6.91,0.23,13.82
6,29,6.83,0.11,5.15
29,32,6.97,0.47,61.68
16,32,6.99,0.35,40.72
29,32,6.99,0.43,61.77
26,34,7.13,0.43,60.43
25,35,7.05,0.44,59.13
1,28,6.71,0.01,3.46
0,25,6.72,0.01,0.0
30,30,6.89,0.43,59.82
4,31,6.77,0.07,5.73
20,32,7.03,0.41,48.33
9,29,6.9,0.15,5.55
1,28,6.71,0.0,0.0
12,31,6.97,0.25,19.04
1,27,6.72,0.01,4.17
20,34,7.02,0.4,48.29
18,32,6.95,0.38,45.1
25,36,7.11,0.43,59.46
6,29,6.8,0.11,4.55
16,34,7.0,0.34,40.61
12,30,6.93,0.23,19.1
30,30,6.88,0.44,61.02
22,34,7.06,0.42,52.76
17,33,7.01,0.36,42.43
30,29,6.9,0.45,60.39
4,30,6.77,0.06,5.57
10,31,6.93,0.21,9.09
23,35,7.06,0.43,55.02
10,31,6.9,0.2,8.4
18,34,6.98,0.38,45.47
14,34,7.0,0.3,31.07
25,36,7.06,0.43,58.84
13,31,6.99,0.3,25.75
7,30,6.84,0.13,3.78
23,35,7.06,0.43,54.34
6,31,6.82,0.1,4.22
21,32,7.01,0.41,50.0
21,34,7.02,0.43,49.97
22,35,7.03,0.43,52.79
28,34,7.06,0.45,62.29
10,29,6.9,0.18,8.75
27,34,7.09,0.45,62.22
28,33,7.04,0.46,62.21
3,29,6.73,0.02,5.62
16,33,6.98,0.34,40.81
13,31,6.98,0.27,25.31
30,28,6.9,0.45,60.35
25,36,7.08,0.44,59.35
21,34,7.02,0.41,49.39
19,34,7.03,0.37,46.95
3,30,6.75,0.03,6.24
17,34,7.03,0.35,42.69
21,32,7.06,0.41,49.97
4,31,6.79,0.06,5.51
5,29,6.77,0.08,5.12
29,31,6.99,0.45,62.54
17,33,7.0,0.36,42.27
20,34,6.97,0.4,47.69
9,30,6.9,0.17,6.29
12,31,6.96,0.27,18.49
8,29,6.87,0.14,5.0
10,30,6.93,0.2,8.52
2,29,6.77,0.03,6.53
30,29,6.92,0.46,60.73
10,31,6.91,0.2,9.21
15,32,6.98,0.32,35.86
8,31,6.89,0.16,4.3
7,30,6.86,0.11,3.77
28,33,7.06,0.45,62.61
29,33,7.01,0.44,61.46
27,35,7.09,0.43,61.58
11,31,6.92,0.23,12.98
18,33,6.99,0.39,44.45
14,33,6.99,0.32,31.87
15,34,7.01,0.33,36.72
10,29,6.9,0.19,9.62
22,35,7.04,0.42,52.38
0,26,6.7,0.0,0.0
25,35,7.07,0.44,59.62
4,29,6.77,0.04,5.99
5,29,6.78,0.06,5.19
28,32,7.05,0.44,61.5
20,34,7.01,0.41,47.78
12,31,6.94,0.26,18.3
26,35,7.1,0.43,60.25
15,32,7.0,0.31,37.1
22,34,7.08,0.42,52.36
7,30,6.85,0.13,3.65
26,35,7.06,0.44,60.05
30,30,6.89,0.45,60.61
4,30,6.79,0.06,5.66
1,28,6.68,0.0,0.0
27,33,7.05,0.44,61.7
1,28,6.72,0.01,3.78
4,31,6.78,0.07,6.05
22,34,7.04,0.41,52.33
9,29,6.88,0.18,5.12
11,30,6.92,0.21,13.0
24,36,7.1,0.42,57.12
18,32,6.99,0.36,45.0
30,29,6.92,0.45,60.7
10,31,6.9,0.2,7.99
23,33,7.07,0.44,54.62
26,36,7.1,0.44,61.4
14,34,7.0,0.3,31.49
0,27,6.68,0.0,0.0
24,34,7.09,0.45,56.42
23,34,7.06,0.44,54.16
4,31,6.8,0.04,4.92
5,31,6.75,0.07,5.09
6,29,6.84,0.11,3.95
20,33,7.01,0.39,47.96
29,31,7.03,0.47,61.45
4,30,6.77,0.06,6.06
12,31,6.97,0.27,17.97
24,35,7.09,0.43,56.95
15,34,6.97,0.31,36.79
21,32,7.01,0.39,50.51
5,29,6.8,0.09,4.67
21,33,7.01,0.41,50.28
9,29,6.86,0.17,6.0
4,31,6.8,0.05,6.28
24,35,7.1,0.43,57.29
20,34,7.01,0.41,47.96
4,31,6.76,0.06,4.73
19,33,7.0,0.4,46.5
18,34,6.98,0.37,45.87
16,32,6.96,0.33,40.46
2,30,6.72,0.03,5.51
15,32,7.0,0.33,36.48
11,29,6.94,0.23,12.51
14,32,6.97,0.29,30.97
25,35,7.12,0.44,57.95
17,32,7.01,0.36,43.81
16,32,7.03,0.33,39.98
23,33,7.06,0.42,55.03
22,33,7.05,0.43,53.68
24,35,7.11,0.44,56.88
3,31,6.74,0.04,5.57
8,31,6.86,0.16,4.42
29,33,7.02,0.44,62.11
19,33,7.03,0.4,46.41
17,34,7.03,0.36,43.04
23,35,7.1,0.43,55.19
22,34,7.04,0.42,52.31
1,28,6.71,0.03,3.42
9,31,6.84,0.16,6.21
28,33,7.09,0.44,62.4
30,30,6.89,0.45,60.59
9,29,6.9,0.16,5.64
6,31,6.79,0.11,4.19
13,31,6.99,0.27,24.35
13,32,6.99,0.29,25.05
27,34,7.12,0.43,61.88
5,31,6.76,0.08,5.2
1,27,6.74,0.01,3.48
1,27,6.75,0.02,4.01
28,32,7.07,0.45,62.31
29,33,7.01,0.44,61.06
22,33,7.05,0.42,52.44
7,29,6.83,0.14,3.74
30,29,6.9,0.44,59.7
13,33,6.99,0.28,23.95
29,31,7.01,0.45,62.12
28,32,7.06,0.45,61.89
10,30,6.87,0.2,9.91
6,30,6.8,0.09,4.27
19,32,7.0,0.39,46.39
7,31,6.85,0.13,3.99
30,30,6.91,0.44,60.65
16,34,6.99,0.35,41.06
5,31,6.8,0.08,4.9
15,32,7.03,0.31,36.73
20,33,7.01,0.41,48.51
6,29,6.83,0.08,4.21
1,27,6.72,0.01,3.36
9,29,6.88,0.17,5.39
10,31,6.88,0.21,9.16
12,30,6.94,0.23,18.66
19,34,7.02,0.38,46.92
3,30,6.75,0.04,5.28
8,29,6.82,0.16,4.3
2,28,6.74,0.02,5.57
21,34,7.04,0.41,50.5
30,30,6.91,0.46,60.31
28,32,7.04,0.46,62.41
22,35,7.07,0.43,53.0
7,29,6.85,0.12,3.94
25,35,7.1,0.43,58.87
4,29,6.8,0.07,5.88
24,35,7.1,0.44,55.83
30,30,6.91,0.47,60.91
19,34,7.01,0.39,46.78
12,31,6.96,0.26,18.09
22,33,7.05,0.44,52.41
20,34,7.04,0.41,48.67
3,31,6.77,0.04,5.02
0,26,6.71,0.0,0.0
18,33,7.01,0.37,44.99
16,34,7.02,0.34,40.08
23,33,7.05,0.42,54.52
22,34,7.04,0.41,51.75
7,30,6.86,0.14,4.1
3,30,6.76,0.06,5.23
21,32,7.01,0.42,49.76
29,32,7.0,0.46,61.73
29,32,6.98,0.44,61.45
3,29,6.74,0.06,6.0
22,33,7.05,0.41,52.57
30,29,6.89,0.46,60.55
25,36,7.11,0.46,58.78
0,27,6.69,0.0,0.0
2,28,6.77,0.03,5.63
15,33,7.0,0.3,35.63
6,30,6.81,0.11,4.87
9,29,6.89,0.19,3.97
20,34,6.99,0.39,48.5
19,33,6.99,0.39,46.38
7,30,6.84,0.13,3.73
29,32,7.0,0.46,61.6
6,31,6.83,0.1,4.08
6,29,6.85,0.11,4.24
14,34,6.98,0.29,30.65
18,33,7.05,0.37,44.27
15,32,7.0,0.34,36.48
4,29,6.79,0.06,4.37
0,27,6.7,0.0,0.0
3,29,6.78,0.03,5.5
12,30,6.96,0.26,17.83
10,29,6.9,0.21,9.52
1,29,6.75,0.0,0.0
2,30,6.71,0.01,5.85
3,30,6.77,0.02,6.34
1,28,6.7,0.0,0.0
11,29,6.92,0.23,13.18
1,29,6.68,0.01,3.76
16,33,6.97,0.35,40.18
26,34,7.1,0.45,60.73
13,32,6.95,0.28,25.19
6,31,6.8,0.08,3.78
20,33,7.04,0.38,47.74
11,31,6.9,0.24,12.71
13,31,6.95,0.28,24.47
16,34,7.01,0.33,40.15
5,30,6.82,0.08,5.06
3,29,6.77,0.04,5.67
10,29,6.93,0.2,8.6
27,34,7.1,0.45,61.79
15,34,7.01,0.31,36.0
27,35,7.08,0.46,62.53
9,29,6.9,0.16,5.64
15,33,7.02,0.32,36.32
23,35,7.06,0.44,55.21
0,25,6.7,0.0,0.0
1,27,6.7,0.0,0.0
29,32,7.03,0.45,61.42
19,33,7.01,0.39,46.09
0,26,6.7,0.0,0.0
22,34,7.03,0.41,52.66
28,34,7.08,0.45,61.91
24,35,7.1,0.43,56.79
10,31,6.9,0.21,8.01
5,30,6.78,0.09,5.11
8,31,6.85,0.16,3.8
20,32,6.99,0.42,48.7
1,29,6.72,0.01,3.93
4,29,6.81,0.05,6.24
18,34,6.99,0.37,44.89
2,29,6.75,0.04,4.62
24,36,7.09,0.43,57.5
4,30,6.8,0.06,6.09
18,33,7.02,0.36,45.36
19,33,7.02,0.4,45.97
7,30,6.84,0.12,3.96
2,29,6.77,0.02,5.18
30,30,6.93,0.44,60.54
9,30,6.88,0.16,5.38
30,29,6.86,0.47,60.12
18,34,7.0,0.36,44.28
28,32,7.06,0.45,62.22
1,27,6.69,0.01,3.18
16,33,6.98,0.34,40.62
25,36,7.13,0.43,58.65
4,29,6.78,0.06,6.45
12,31,6.97,0.26,18.63
15,33,6.99,0.32,35.96
28,33,7.06,0.44,62.94
16,34,6.98,0.36,39.28
21,34,6.98,0.4,50.33
16,33,7.0,0.34,40.3
24,34,7.08,0.43,56.55
1,27,6.72,0.01,3.58
14,32,7.0,0.3,31.06
26,36,7.1,0.44,60.9
13,33,6.99,0.28,24.24
18,33,7.0,0.35,45.19
27,33,7.07,0.44,61.95
0,27,6.65,0.0,0.0
21,33,7.02,0.41,50.31
22,34,7.05,0.41,51.83
0,26,6.69,0.0,0.0
18,33,7.02,0.38,44.43
0,27,6.72,0.02,0.65
7,31,6.81,0.14,4.7
1,28,6.75,0.0,0.0
22,34,7.05,0.42,53.04
26,35,7.1,0.43,61.1
3,30,6.77,0.04,6.12
27,33,7.09,0.45,62.27
20,33,7.03,0.42,49.28
10,29,6.91,0.2,8.81
10,31,6.92,0.2,8.89
0,27,6.72,0.01,0.0
5,30,6.8,0.07,5.3
4,29,6.82,0.07,4.98
4,29,6.78,0.07,5.55
16,32,6.99,0.34,40.89
5,31,6.8,0.08,4.92
26,36,7.1,0.44,60.61
10,29,6.92,0.2,8.14
7,30,6.81,0.15,3.86
1,27,6.74,0.01,2.77
29,31,6.99,0.44,62.26
17,32,7.02,0.37,42.28
14,32,6.95,0.3,30.97
23,35,7.08,0.43,53.41
4,30,6.8,0.06,5.92
18,32,7.01,0.36,44.61
30,29,6.9,0.45,60.16
18,34,7.03,0.37,44.26
20,34,7.0,0.4,47.99
23,35,7.03,0.44,54.89
9,30,6.84,0.16,5.57
24,36,7.09,0.42,56.33
9,31,6.89,0.18,5.18
3,29,6.76,0.03,5.48
24,36,7.06,0.43,57.34
21,32,7.05,0.4,50.59
4,29,6.79,0.07,5.29
17,32,6.99,0.35,43.31
0,27,6.7,0.01,1.09
